Department,Project_Name,Scope_Of_Work,PM_Department,Project_Status,Neighborhood,Authorization_Existing,Authorization_FY,Authorization_Future, Grant_Existing , Grant_FY , Grant_Future ,GO_Expended,Capital_Year_0, CapitalYear_1 ,Capital_Year_25,Grant_Expended,Grant_Year_0, Grant_Year_1 ,GrantYear_25,External_Funds,Total_Project_Budget
Parks and Recreation Department,Dudley Town Common,"Improvements to Dudley Town Common to support the use of this neighborhood ""Common"" for gathering and civic uses.",Parks and Recreation Department,In Design,Roxbury,972000,0,298000,0,0,0,21560,0,0,1248440,0,0,0,0,0,1270000
Parks and Recreation Department,Field House Programming Study,Study and design of facility and programming improvements at Billings Field Fieldhouse and Lee Playground Fieldhouse.,Public Facilities Department,To Be Scheduled,Multiple Neighborhoods,125000,0,0,0,0,0,0,0,0,125000,0,0,0,0,0,125000
Parks and Recreation Department,Field Lights at Various Parks,Upgrade park field lights at various locations including Hemenway Park and Fallon Field.,Parks and Recreation Department,Annual Program,Citywide,2265000,0,0,0,0,0,69050,100000,100000,1995950,0,0,0,0,0,2265000
Parks and Recreation Department,Flaherty (William F.) Playground,Upgrade play lot.,Parks and Recreation Department,In Design,Jamaica Plain,1930000,1500000,0,0,0,0,105612,50000,350000,2924388,0,0,0,0,0,3430000
Parks and Recreation Department,Fort Point Channel Park,"Design and implementation of a signature, climate resilient waterfront park along the Fort Point Channel. Federal funding is anticipated.",Parks and Recreation Department,In Design,South Boston,10000000,0,0,0,0,10000000,0,300000,1695000,8005000,0,0,0,10000000,0,20000000
Parks and Recreation Department,Franklin Park Bear Dens,Repairs and other improvements necessary to secure and provide safe and compliant public access to the Bear Dens area of Franklin Park.,Parks and Recreation Department,In Design,Roxbury,900000,0,0,0,0,0,0,37500,60000,802500,0,0,0,0,0,900000
Parks and Recreation Department,Franklin Park Master Plan,Develop a master plan that will enhance historic Franklin Park as a keystone park in the geographical heart of the City.,Parks and Recreation Department,Implementation Underway,Multiple Neighborhoods,0,0,0,21700000,0,0,0,0,0,0,1328848,67240,0,20303912,0,21700000
Parks and Recreation Department,Franklin Park White Stadium,"Develop designs for converting the field to artificial turf, track improvements, and other site work outside the stadium to better integrate the facility into the Franklin Park environment.",Parks and Recreation Department,To Be Scheduled,Roxbury,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,500000
Parks and Recreation Department,General Parks Improvements,"Replace fencing, pavement, court lighting, and other infrastructure improvements needed.",Parks and Recreation Department,Annual Program,Citywide,3771000,0,0,0,0,0,699666,750000,750000,1571334,0,0,0,0,0,3771000
Parks and Recreation Department,Geneva Cliffs Urban Wild,"Reprogram Geneva Cliffs from an Urban Wild to a city park with playground, passive seating, walking paths, and accessible entrances.",Parks and Recreation Department,In Design,Dorchester,400000,0,1600000,0,0,0,0,20000,44341,1935659,0,0,0,0,0,2000000
Parks and Recreation Department,George Wright Golf Course,"Ongoing improvements including drainage, paving, and other miscellaneous items.",Parks and Recreation Department,Annual Program,Hyde Park,1000000,0,0,0,0,0,235157,0,0,764843,0,0,0,0,0,1000000
Parks and Recreation Department,Greenhouses at Franklin Park,Renovation and heating system upgrades for BPRD's greenhouse facility.,Public Facilities Department,To Be Scheduled,Roxbury,750000,0,0,0,0,0,0,0,0,750000,0,0,0,0,0,750000
Parks and Recreation Department,Harambee Park Phase 4,"Reconstruct and renovate two cricket fields, sports field lighting, pedestrian lighting, and related improvements.",Parks and Recreation Department,In Construction,Dorchester,2402928,0,0,0,0,0,70806,500000,1500000,332122,0,0,0,0,0,2402928
Parks and Recreation Department,Hardiman Playground,Develop design for a complete renovation of the play area.,Parks and Recreation Department,In Design,Allston/Brighton,100000,0,0,0,0,0,0,30000,0,70000,0,0,0,0,0,100000
Parks and Recreation Department,Historic Cemeteries,Ongoing program of repairs in designated historic cemeteries located throughout the City.,Parks and Recreation Department,Annual Program,Multiple Neighborhoods,1500000,0,500000,0,0,0,308932,350000,0,1341068,0,0,0,0,0,2000000
Parks and Recreation Department,Jamaica Pond Boathouse Study,Programming study for Jamaica Pond Boathouse.,Public Facilities Department,To Be Scheduled,Jamaica Plain,500000,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,500000
Parks and Recreation Department,Mary Ellen Welch Greenway,"Design of comprehensive park improvements including sea level rise mitigation, stormwater management upgrades, improvements to pathways, furnishings, plantings and murals.",Parks and Recreation Department,In Design,East Boston,3300000,0,0,0,0,0,76950,50000,250000,2923050,0,0,0,0,0,3300000
Parks and Recreation Department,McGann Playground,Upgrade play lot.,Parks and Recreation Department,In Construction,Hyde Park,1045000,0,0,0,0,0,60215,734785,250000,0,0,0,0,0,0,1045000
Parks and Recreation Department,McKinney Playground,Partial implementation of the master plan including ball field renovations and pathway improvements.,Parks and Recreation Department,In Design,Allston/Brighton,2010000,0,0,0,0,0,45000,30000,100000,1835000,0,0,0,0,750000,2760000
Parks and Recreation Department,McLean Playground,Improvements to basketball court and nearby areas to improve accessibility and access to the site.,Parks and Recreation Department,In Design,East Boston,910000,0,0,0,0,0,15160,100000,0,794840,0,0,0,0,0,910000
Parks and Recreation Department,Millennium Park,"Design and construction of play lot improvements, pathway repaving, and installation of modular bathroom facilities.",Parks and Recreation Department,In Construction,West Roxbury,5275000,0,0,0,0,0,2905712,554190,1500000,315098,0,0,0,0,0,5275000
Parks and Recreation Department,Millennium Park Restroom Building,Design and construct permanent bathroom facilities for the park.,Public Facilities Department,To Be Scheduled,West Roxbury,250000,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,250000
Parks and Recreation Department,Moakley Park,Implementation of master plan for Moakley Park. This project will redesign the park including climate resilience features to mitigate flood risk.,Parks and Recreation Department,In Design,South Boston,37859765,0,0,1500000,0,10987200,4514677,500000,600000,32245088,1500000,0,0,10987200,0,50346965
Parks and Recreation Department,Moakley Park O&M Building,Design a new operations and maintenance building as part of Phase 1 park improvements.,Public Facilities Department,In Design,South Boston,1050000,0,0,0,0,0,0,500000,0,550000,0,0,0,0,0,1050000
Parks and Recreation Department,Mother's Rest at Four Corners,Design for comprehensive park improvements including play area and passive areas.,Parks and Recreation Department,In Construction,Dorchester,2238000,0,0,0,0,0,145446,1692554,300000,100000,0,0,0,0,52000,2290000
Parks and Recreation Department,Mount Hope Cemetery Paving Improvements,Survey and design to prioritize roadway and landscape improvements at Mt. Hope Cemetery.,Parks and Recreation Department,In Design,Mattapan,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,300000
Parks and Recreation Department,Murphy Playground,Renovation of park including refurbishing ball fields.,Parks and Recreation Department,In Design,Jamaica Plain,2900000,0,0,0,0,0,0,75000,145000,2680000,0,0,0,0,0,2900000
Parks and Recreation Department,O'Day Playground,"Renovate park including play lots, water play, basketball court, and plaza area.",Parks and Recreation Department,In Construction,South End,2644000,0,0,400000,0,0,164650,800000,1304350,375000,0,400000,0,0,0,3044000
Parks and Recreation Department,Odom Serenity Garden,Design park improvements in conjunction with MOH for a park named in memory of Steven P. Odom.,Parks and Recreation Department,In Design,Dorchester,50000,0,0,0,0,0,23705,0,25000,1295,0,0,0,0,500000,550000
Parks and Recreation Department,Open Space Acquisition,Acquire property suitable for preservation and use as public open space.,Parks and Recreation Department,Annual Program,Citywide,10000000,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,10000000
Parks and Recreation Department,Park Planning Studies,"Planning and related landscape design services including: capital phasing plans, development of standard details and specifications and miscellaneous planning services.",Parks and Recreation Department,Annual Program,Citywide,332383,0,0,0,0,0,39050,0,0,293333,0,0,0,0,0,332383
Parks and Recreation Department,Penniman Road Play Area,"Design for a comprehensive park renovation including drainage, play lot, courts, passive areas, pathways, landscaping, site furnishings and infrastructure.",Parks and Recreation Department,In Design,Allston/Brighton,2050000,0,0,0,0,0,0,0,0,2050000,0,0,0,0,270000,2320000
Parks and Recreation Department,Peters Park Ballfield,Address drainage issues on Little League Field.,Parks and Recreation Department,In Construction,South End,505000,0,0,0,0,0,37500,292500,175000,0,0,0,0,0,0,505000
Parks and Recreation Department,Public Garden Lagoon,"Improvements to the soil quality in the bottom of the lagoon. Second phase to repair and backfill missing, destroyed, and leaking granite coping surrounding the lagoon.",Parks and Recreation Department,Annual Program,Beacon Hill,1800000,0,0,0,0,0,0,686900,650000,463100,0,0,0,0,0,1800000
Parks and Recreation Department,Public Garden Tool House,Design of facility upgrades at the Public Garden Tool Shed.,Public Facilities Department,In Design,Beacon Hill,8610000,0,0,0,0,0,194521,550000,0,7865479,0,0,0,0,0,8610000
Parks and Recreation Department,Ramsay Park Ballfield,"Ball field renovations including irrigation, site utilities, seating, backstop, fencing, and site furnishings.",Parks and Recreation Department,In Construction,South End,1798000,0,0,0,0,0,7500,400000,1000000,390500,0,0,0,0,0,1798000
Parks and Recreation Department,Ringer Playground,Design of recommendations from the master plan.,Parks and Recreation Department,In Design,Allston/Brighton,1700000,0,0,0,0,0,0,50000,100000,1550000,0,0,0,0,0,1700000
Parks and Recreation Department,Ryan Playground,"Design for a comprehensive park improvements to ball fields, playground, basketball court, parking area, harbor walk, lighting, and green infrastructure to mitigate future sea level rise caused by climate change.",Parks and Recreation Department,In Design,Charlestown,18000000,0,0,0,0,0,515799,154201,130000,17200000,0,0,0,0,1000000,19000000
Parks and Recreation Department,Ryan Playground Field House,"Design repairs to the fieldhouse including foundations repairs and waterproofing, updating electrical, new roof, and replace windows and doors.",Public Facilities Department,To Be Scheduled,Charlestown,75000,0,0,0,0,0,0,0,0,75000,0,0,0,0,0,75000
Parks and Recreation Department,Safety Surfacing Replacement,Upgrade and replace safety surfacing at various City parks.,Parks and Recreation Department,Annual Program,Citywide,2000000,0,0,0,0,0,317400,170000,150000,1362600,0,0,0,0,0,2000000
Parks and Recreation Department,Sports Lighting Replacement,Annual program for replacing sports lighting. High priority projects include Christopher Lee Playground and Clifford Playground.,Parks and Recreation Department,Annual Program,Citywide,3600000,0,0,0,0,0,925528,50000,150000,2474472,0,0,0,0,0,3600000
Parks and Recreation Department,Street Tree Planting,Ongoing program of street tree planting throughout the City.,Parks and Recreation Department,Annual Program,Citywide,7500000,0,0,0,0,0,904247,1000000,500000,5095753,0,0,0,0,0,7500000
Parks and Recreation Department,Titus Sparrow Park,Improve the playground; renovate the tennis and basketball courts.,Parks and Recreation Department,In Construction,South End,2460000,0,0,0,0,0,126302,400000,1600000,333698,0,0,0,0,0,2460000
Parks and Recreation Department,Town Field Study,"Comprehensive park improvements including a new competition softball field, multi-purpose field, basketball court, tennis court, play area, splash pad, and walking path.",Parks and Recreation Department,In Design,Dorchester,100000,150000,0,0,0,0,0,100000,150000,0,0,0,0,0,0,250000
Parks and Recreation Department,Urban Wilds,"Renovate walls, walkways, and signage within urban wilds owned by the Environment Department and the Parks and Recreation Department.",Parks and Recreation Department,Annual Program,Citywide,1400000,0,600000,0,0,0,96114,150000,350000,1403886,0,0,0,0,0,2000000
Parks and Recreation Department,Walsh Park,Develop a comprehensive park master plan that will guide future capital investments.,Parks and Recreation Department,In Design,Dorchester,350000,2850000,0,500000,0,0,0,100000,350000,2750000,0,0,500000,0,0,3700000
Parks and Recreation Department,Watson Park,Develop design plans for a set of passive parks.,Parks and Recreation Department,In Design,South End,100000,0,0,0,0,0,0,45000,55000,0,0,0,0,0,0,100000
Parks and Recreation Department,William Devine Golf Course,"Improve drainage, paving, and other miscellaneous items.",Parks and Recreation Department,Annual Program,Roxbury,1300000,0,0,0,0,0,42820,35000,0,1222180,0,0,0,0,0,1300000
Parks and Recreation Department,Quincy Street Play Area,"Renovation to an active recreation park including full basketball court, café tables, and four exercise stations.",Parks and Recreation Department,In Design,Roxbury,1030000,0,0,0,0,0,0,0,0,1030000,0,0,0,0,0,1030000
Parks and Recreation Department,St. James Street Park,Renovation to a small park and playground.,Parks and Recreation Department,In Design,Roxbury,1250000,0,0,0,0,0,0,0,0,1250000,0,0,0,0,0,1250000
Parks and Recreation Department,Rogers Park Phase 1,"Phase 1 improvements of Rogers Park Master Plan including renovations to the baseball and softball fields, perimeter fence, new LED sports lighting and a perimeter walking pathway with improved park entrances.",Parks and Recreation Department,In Design,Allston/Brighton,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,300000
Parks and Recreation Department,Boston Common Shaw Accessibility,Create ADA accessible and general pedestrianized improvements at the Shaw Memorial on the Boston Common.,Parks and Recreation Department,In Design,Beacon Hill,0,0,0,450000,0,0,0,0,0,0,0,0,100000,350000,0,450000
Parks and Recreation Department,Franklin Park Elma Lewis Feasibility Study,Feasibility study to develop the needs of the Elma Lewis Playhouse.,Parks and Recreation Department,Study Underway,Roxbury,0,0,0,250000,0,0,0,0,0,0,0,0,75000,175000,0,250000
Parks and Recreation Department,Tebroc Street Play Area,"Renovate playground including new play equipment, surfacing, seating, improve drainage and infiltrate stormwater, and protect and expand tree canopy.",Parks and Recreation Department,In Design,Dorchester,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000
Parks and Recreation Department,Condor Street Urban Wild,"Improve water quality and aquatic wildlife habitat in the immediate area of Chelsea Creek, structural safety improvements to a shoreline viewing pier, improve surfacing of concrete walking paths, and create new path connections to improve summit access.",Parks and Recreation Department,In Design,East Boston,760000,0,0,0,0,0,0,0,0,760000,0,0,0,0,0,760000
Parks and Recreation Department,Jefferson Playground,"Ball field improvements, renovate playground, resurface basketball court, seating, and drainage improvements. Convert ball field lighting to LED for energy efficiency.",Parks and Recreation Department,In Design,Jamaica Plain,350000,0,0,0,0,0,0,0,0,350000,0,0,0,0,0,350000
Parks and Recreation Department,Fidelis Way,"Renovate park including playground, safety surfacing, water play, paving, entrances and pathways, and minor repairs to basketball courts.",Parks and Recreation Department,In Design,Allston/Brighton,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,300000
Parks and Recreation Department,Webster Ave Playground,"Improvements to playground include upgrades to accessibility, preserving and protecting trees, infiltrating storm water where feasible.",Parks and Recreation Department,In Design,North End,470000,0,0,0,0,0,0,0,0,470000,0,0,0,0,0,470000
Parks and Recreation Department,Ronan Park,"Renovate park including full upper terrace, playground, safety surfacing, water play, paying, entrances, and basketball courts.",Parks and Recreation Department,In Design,Dorchester,300000,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,300000
Parks and Recreation Department,Barry Playground,"Upgrade field and sports lighting, install new drinking fountains, accessibility improvements, renovate seawall, and elevate the Harborwalk.",Parks and Recreation Department,In Design,Charlestown,400000,0,0,0,0,0,0,0,0,400000,0,0,0,0,0,400000
Property Management Department,Municipal Facility Repairs,Building renovations at various municipal buildings including City Hall and 1010 Massachusetts Avenue.,Public Facilities Department,Implementation Underway,Multiple Neighborhoods,30000000,0,0,0,0,0,7655892,1100000,1500000,19744108,0,0,0,0,0,30000000
Property Management Department,Family Justice Center Building Envelope Repairs,Window replacements and building envelope improvements.,Public Facilities Department,In Construction,Allston/Brighton,2409165,0,0,0,0,0,799307,1400000,150693,59165,0,0,0,0,0,2409165
Property Management Department,201 Rivermoor Street,Install new backup generator and high density shelving for City archives. Upgrade HVAC to optimize building conditions for long term storage. Relocate the Archeology Department.,Public Facilities Department,In Design,West Roxbury,2160000,0,0,0,0,0,726267,303093,175000,955640,0,0,0,0,0,2160000
Property Management Department,26 Court Street,"Renovate building to improve envelope (roof, new windows, masonry repair) and upgrade interior.",Public Facilities Department,In Construction,Downtown/Government Center,165000000,0,0,0,0,0,11354414,25000000,101050000,27595586,0,0,0,0,0,165000000
Property Management Department,City Hall HVAC,Replace air handling units.,Public Facilities Department,In Design,Downtown/Government Center,78220000,0,0,0,0,0,931395,801605,300000,76187000,0,0,0,0,0,78220000
Property Management Department,43 Hawkins Street,Roof replacement and exterior envelope repairs.,Public Facilities Department,In Design,Downtown/Government Center,2000000,0,0,0,0,0,0,59257,1000000,940743,0,0,0,0,0,2000000
Property Management Department,City Hall Plaza Phase 2,Continue phased plaza improvements that will expand accessibility on the South Plaza; waterproofing and masonry repairs to the plaza and the Dock Square garage.,Public Facilities Department,In Design,Downtown/Government Center,50000000,0,0,0,0,0,56719,2000000,1000000,46943281,0,0,0,0,0,50000000
Property Management Department,Faneuil Hall and Sam Adams Park,"Repair masonry, address drainage issues and create an accessible walkway. Install permanent decorative wrought iron gates around the basement windows and restore the bronze fixtures.",Public Facilities Department,In Design,Downtown/Government Center,2150000,0,0,0,0,0,10625,400000,1500000,239375,0,0,0,0,0,2150000
Property Management Department,Veronica Smith Senior Center,Replace HVAC system.,Public Facilities Department,In Design,Allston/Brighton,400000,4400000,0,0,0,0,0,25000,200000,4575000,0,0,0,0,0,4800000
Property Management Department,Animal Shelter HVAC - 26 Mahler Road,Design and implement HVAC and building repairs to the Boston Animal Shelter facility.,Public Facilities Department,In Design,Roslindale,0,0,0,1000000,0,0,0,0,0,0,0,50000,200000,750000,0,1000000
Fire Department,Engine 17,Design and construct a new fire station.,Public Facilities Department,In Construction,Dorchester,30000000,0,0,0,0,0,9116488,11000000,9883512,0,0,0,0,0,0,30000000
Fire Department,Engine 3,Design and construct a new fire station.,Public Facilities Department,In Design,South End,3000000,0,0,0,0,0,0,0,125000,2875000,0,0,0,0,0,3000000
Fire Department,Engine 37,Design and construct a new fire station.,Public Facilities Department,To Be Scheduled,Fenway-Kenmore,3000000,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,3000000
Fire Department,Fire Headquarters,"Building renovations at the Boston Fire Department Headquarters including a new roof, and the installation of sprinklers and an updated fire alarm system. Accessibility improvements are also planned.",Public Facilities Department,In Construction,Roxbury,6195000,0,0,0,0,0,268018,2600000,2500000,826982,0,0,0,0,0,6195000
Fire Department,Fire Radio System Upgrades,Design and implementation of upgrades to the Fire radio system.,Fire Department,Implementation Underway,Citywide,46000000,0,0,0,0,0,19117275,10800000,10800000,5282725,0,0,0,0,0,46000000
Fire Department,Moon Island Seawall,Design for infrastructure improvements to seawall adjacent to the Fire Department Training Academy.,Public Facilities Department,In Design,Harbor Islands,15800000,0,0,0,0,0,68323,300000,500000,14931677,0,0,0,0,0,15800000
Fire Department,Fire Boat,"Replace the ""Damrell"", the department's current 70 foot fire boat.",Fire Department,Implementation Underway,Citywide,7100000,0,0,0,0,0,0,2000000,5100000,0,0,0,0,0,0,7100000
Fire Department,Dive Boat,Replace the department's current dive boat.,Fire Department,Implementation Underway,Citywide,1700000,0,0,0,0,0,475556,0,0,1224444,0,0,0,0,0,1700000
Fire Department,Special Operations Command,Programming and design for a new Special Operations Command facility.,Public Facilities Department,To Be Scheduled,Citywide,3000000,0,0,0,0,0,3760,75000,0,2921240,0,0,0,0,0,3000000
Fire Department,Engine 18,Programming and design for a new fire station to replace the existing station.,Public Facilities Department,To Be Scheduled,Dorchester,3000000,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,3000000
Fire Department,Tech Rescue Water/Plumbing access,Install water and sewer infrastructure to the tech rescue training site at Moon Island.,Public Facilities Department,To Be Scheduled,Harbor Islands,5000000,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,5000000
Fire Department,Fire Headquarters Programming Study,Programming and siting study for a new Fire Department headquarters building.,Public Facilities Department,Study Underway,Citywide,2000000,0,0,0,0,0,0,100000,150000,1750000,0,0,0,0,0,2000000
Fire Department,Seaport Fire Station,Programming and design for a new firehouse located in the Seaport.,Boston Planning and Development Agency,To Be Scheduled,South Boston,4000000,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,4000000
Fire Department,Fire Equipment FY26-29,Purchase new fire apparatus for FY26-FY29 as scheduled in the Apparatus Replacement Plan.,Fire Department,Annual Program,Citywide,777500,3000000,5222500,0,0,0,0,0,0,9000000,0,0,0,0,0,9000000
Fire Department,Fire Boat (Replace Norman Knight),Purchase a new harbor patrol boat to replace the department's boat named the Norman Knight.,Fire Department,Implementation Underway,Citywide,1192124,0,0,0,0,0,0,327688,0,864436,0,0,0,0,0,1192124
Transportation Department,Arboretum Gateway Path,"Construct the Arboretum Gateway Path, which will create new entrances to the Arnold Arboretum and extend the Blackwell path south to Roslindale Square. The first phase includes a new entrance at the end of Arboretum Road.",Transportation Department,In Construction,Roslindale,550000,0,0,200000,0,0,8834,416166,125000,0,0,100000,100000,0,500000,1250000
Transportation Department,Bike Share Network Expansion,"Expand city's bike share network to connect neighborhoods that are further from frequent, reliable rail transit and support strong demand in employment centers and commercial hubs.",Transportation Department,Implementation Underway,Citywide,750000,0,0,4750000,1900000,0,748264,0,0,1736,2357937,1350000,2942063,0,0,7400000
Transportation Department,Blossom Street,"Upgrades to Blossom Street including upgraded lighting, geometric changes for pedestrian safety, roadway resurfacing, and pavement markings including bicyclist accommodations.",Public Works Department,In Design,West End,0,0,0,2000000,0,0,0,0,0,0,0,0,0,2000000,0,2000000
Transportation Department,Boylston Street,"Redesign and reconstruct Boylston Street from Ipswich Street south to Park Drive and the Muddy River Crossing. Build protected bike lanes, a mid-block crossing, upgraded signals, replacement lighting and new sidewalks in certain locations.",Transportation Department,In Design,Fenway-Kenmore,0,0,0,1376299,0,0,0,0,0,0,793701,0,0,582598,8665052,10041351
Transportation Department,Centre Street / South Street,Redesign portions of Centre Street and South Street in Jamaica Plain using a Complete Streets approach.,Transportation Department,In Design,Jamaica Plain,1000000,0,0,0,0,0,341690,19250,0,639060,0,0,0,0,0,1000000
Transportation Department,Dedicated Bus Lanes,"Transform several corridors citywide for rapid bus transit, including the construction of dedicated bus lanes on Summer Street, Boylston Street and St. James Street, and Clarendon Street.",Transportation Department,Annual Program,Citywide,7663782,0,0,5279918,0,0,340697,2715991,1800000,2807094,1064091,2250000,1965827,0,0,12943700
Transportation Department,Nubian Square Improvements,"Roadway improvements from Shawmut Ave. to Harrison Ave. including six key Nubian Square intersections. The scope of work includes geometric changes, new traffic signal equipment and timing, bike lanes, and streetscape improvements.",Transportation Department,In Design,Roxbury,922183,0,0,14977817,0,2000000,922070,113,0,0,5640678,0,0,11337139,0,17900000
Transportation Department,Eagle Square,Design for traffic flow and safety improvements in Eagle Square.,Transportation Department,In Design,East Boston,150000,0,0,2000000,0,0,0,0,0,150000,0,0,175000,1825000,0,2150000
Transportation Department,Egleston Square,"Redesign of Egleston Square featuring widened sidewalks, median realignment, new crosswalks, raised crosswalks and neckdowns, traffic signal improvements, and rehabilitation of the sculpture garden.",Transportation Department,In Design,Roxbury,6910000,0,0,1000000,0,0,0,0,0,6910000,693675,256325,50000,0,0,7910000
Transportation Department,Electric Charging Stations,Installation of electric vehicle charging stations at various municipal lots.,Transportation Department,Implementation Underway,Citywide,0,0,0,1400000,0,0,0,0,0,0,173312,1146110,80578,0,0,1400000
Transportation Department,Green Links,Annual program to create a connected network of pedestrian and bicycle paths that will allow more access to green open spaces.,Transportation Department,Annual Program,Citywide,356937,0,500000,150116,0,0,268118,15000,150000,423819,138916,0,0,11200,0,1007053
Transportation Department,JFK / UMASS Station,Study improvements and create a transportation action plan for the MBTA's JFK/UMass Station area.,Transportation Department,Study Underway,Dorchester,0,0,0,550000,0,0,0,0,0,0,47684,160000,100000,242316,0,550000
Transportation Department,Municipal Parking Lots,"Lighting, paving, re-striping, and other upgrades to municipal parking lots Citywide.",Transportation Department,To Be Scheduled,Citywide,1000000,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,1000000
Transportation Department,Rapid Bus Transportation Seaport,Develop an action plan and implementation program for rapid bus transit between North Station and the Seaport.,Transportation Department,In Design,Multiple Neighborhoods,0,0,0,260000,0,0,0,0,0,0,147289,87711,25000,0,0,260000
Transportation Department,Roslindale Gateway,Design relative to the Arboretum Road Green Link project.,Parks and Recreation Department,In Design,Roslindale,0,0,0,50000,0,0,0,0,0,0,50000,0,0,0,0,50000
